loc_id,title,date,description,subject,location,permalink,image_url,local_path,combined_text
2019709966,[Unidentified],1934-01-01,1 negative : nitrate ; 4 x 5 in.,nitrate negatives,,http://www.loc.gov/item/2019709966/,https://tile.loc.gov/storage-services/service/pnp/matpc/19100/19196_150px.jpg#h=105&w=150,data/raw/loc/images/2019709966__Unidentified_.jpg,[Unidentified]. 1 negative : nitrate ; 4 x 5 in. nitrate negatives
2019709967,[Unidentified],1934-01-01,1 negative : nitrate ; 4 x 5 in.,nitrate negatives,,http://www.loc.gov/item/2019709967/,https://tile.loc.gov/storage-services/service/pnp/matpc/19100/19197_150px.jpg#h=105&w=150,data/raw/loc/images/2019709967__Unidentified_.jpg,[Unidentified]. 1 negative : nitrate ; 4 x 5 in. nitrate negatives
2019709963,[Unidentified],1934-01-01,1 negative : nitrate ; 4 x 5 in.,nitrate negatives,,http://www.loc.gov/item/2019709963/,https://tile.loc.gov/storage-services/service/pnp/matpc/19100/19193_150px.jpg#h=105&w=150,data/raw/loc/images/2019709963__Unidentified_.jpg,[Unidentified]. 1 negative : nitrate ; 4 x 5 in. nitrate negatives
2019709964,[Unidentified],1934-01-01,1 negative : nitrate ; 4 x 5 in.,nitrate negatives,,http://www.loc.gov/item/2019709964/,https://tile.loc.gov/storage-services/service/pnp/matpc/19100/19194_150px.jpg#h=109&w=150,data/raw/loc/images/2019709964__Unidentified_.jpg,[Unidentified]. 1 negative : nitrate ; 4 x 5 in. nitrate negatives
2016820116,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820116/,https://tile.loc.gov/storage-services/service/pnp/npcc/18200/18280_150px.jpg#h=150&w=123,data/raw/loc/images/2016820116__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820287,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820287/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18498_150px.jpg#h=120&w=150,data/raw/loc/images/2016820287__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820251,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820251/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18418_150px.jpg#h=121&w=150,data/raw/loc/images/2016820251__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820242,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820242/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18409_150px.jpg#h=121&w=150,data/raw/loc/images/2016820242__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820243,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820243/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18410_150px.jpg#h=121&w=150,data/raw/loc/images/2016820243__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820246,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820246/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18413_150px.jpg#h=121&w=150,data/raw/loc/images/2016820246__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820247,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820247/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18414_150px.jpg#h=120&w=150,data/raw/loc/images/2016820247__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820248,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820248/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18415_150px.jpg#h=150&w=122,data/raw/loc/images/2016820248__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820249,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820249/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18416_150px.jpg#h=150&w=121,data/raw/loc/images/2016820249__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820250,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820250/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18417_150px.jpg#h=150&w=123,data/raw/loc/images/2016820250__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820208,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820208/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18375t.gif#h=150&w=120,data/raw/loc/images/2016820208__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820209,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820209/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18376_150px.jpg#h=121&w=150,data/raw/loc/images/2016820209__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820210,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820210/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18377_150px.jpg#h=120&w=150,data/raw/loc/images/2016820210__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820211,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820211/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18378_150px.jpg#h=150&w=122,data/raw/loc/images/2016820211__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820212,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820212/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18379_150px.jpg#h=120&w=150,data/raw/loc/images/2016820212__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820213,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820213/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18380_150px.jpg#h=150&w=122,data/raw/loc/images/2016820213__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820159,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820159/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18323_150px.jpg#h=121&w=150,data/raw/loc/images/2016820159__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820161,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820161/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18325_150px.jpg#h=150&w=122,data/raw/loc/images/2016820161__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820162,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820162/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18326_150px.jpg#h=150&w=122,data/raw/loc/images/2016820162__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820166,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820166/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18330_150px.jpg#h=120&w=150,data/raw/loc/images/2016820166__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820173,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820173/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18340_150px.jpg#h=150&w=122,data/raw/loc/images/2016820173__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820174,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820174/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18341_150px.jpg#h=121&w=150,data/raw/loc/images/2016820174__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820175,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820175/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18342_150px.jpg#h=120&w=150,data/raw/loc/images/2016820175__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820176,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820176/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18343_150px.jpg#h=121&w=150,data/raw/loc/images/2016820176__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820222,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820222/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18389_150px.jpg#h=121&w=150,data/raw/loc/images/2016820222__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820223,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820223/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18390_150px.jpg#h=121&w=150,data/raw/loc/images/2016820223__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820224,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820224/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18391_150px.jpg#h=150&w=120,data/raw/loc/images/2016820224__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820225,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820225/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18392_150px.jpg#h=150&w=122,data/raw/loc/images/2016820225__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820226,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820226/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18393_150px.jpg#h=150&w=120,data/raw/loc/images/2016820226__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820177,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820177/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18344_150px.jpg#h=120&w=150,data/raw/loc/images/2016820177__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820178,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820178/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18345_150px.jpg#h=121&w=150,data/raw/loc/images/2016820178__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820179,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820179/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18346_150px.jpg#h=121&w=150,data/raw/loc/images/2016820179__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820180,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820180/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18347_150px.jpg#h=121&w=150,data/raw/loc/images/2016820180__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820181,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820181/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18348_150px.jpg#h=120&w=150,data/raw/loc/images/2016820181__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820182,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820182/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18349_150px.jpg#h=120&w=150,data/raw/loc/images/2016820182__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820183,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820183/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18350_150px.jpg#h=121&w=150,data/raw/loc/images/2016820183__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820184,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820184/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18351_150px.jpg#h=120&w=150,data/raw/loc/images/2016820184__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820188,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820188/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18355_150px.jpg#h=120&w=150,data/raw/loc/images/2016820188__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820189,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820189/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18356_150px.jpg#h=121&w=150,data/raw/loc/images/2016820189__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820190,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820190/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18357_150px.jpg#h=121&w=150,data/raw/loc/images/2016820190__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820233,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820233/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18400_150px.jpg#h=120&w=150,data/raw/loc/images/2016820233__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820234,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820234/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18401_150px.jpg#h=121&w=150,data/raw/loc/images/2016820234__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820235,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820235/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18402_150px.jpg#h=150&w=123,data/raw/loc/images/2016820235__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820241,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820241/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18408_150px.jpg#h=150&w=122,data/raw/loc/images/2016820241__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820232,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820232/,https://tile.loc.gov/storage-services/service/pnp/npcc/18300/18399_150px.jpg#h=150&w=121,data/raw/loc/images/2016820232__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2014686272,[Unidentified],1900,1 negative : glass ; 5 x 7 in. or smaller.,glass negatives,,http://www.loc.gov/item/2014686272/,https://tile.loc.gov/storage-services/service/pnp/ggbain/06200/06280_150px.jpg#h=150&w=108,data/raw/loc/images/2014686272__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 5 x 7 in. or smaller. glass negatives
2018670484,[Unidentified],1860,"1 negative : glass, wet collodion.",portrait photographs | glass negatives | history | united states | civil war,united states,http://www.loc.gov/item/2018670484/,https://tile.loc.gov/storage-services/service/pnp/cwpb/07600/07635_150px.jpg#h=140&w=150,data/raw/loc/images/2018670484__Unidentified_.jpg,"[Unidentified]. 1 negative : glass, wet collodion. portrait photographs | glass negatives | history | united states | civil war"
2019630776,"[Unidentified houses, unidentified interior details, mantels for Cass Gilbert, Saint Paul, Minnesota]",1890-01-01,"7 drawings on 1 page : ink and graphite ; page 48 x 34 cm. | Design sketches show unidentified houses as elevations and plans, undated; unidentified interior wall and stair details, dated 1895; and mantels for dining room and nursery at Cass Gilbert's house, dated Sept. 24, 1890.","mantels | minnesota | architectural drawings | gilbert, cass | sketches | saint paul | houses | homes & haunts",minnesota | saint paul,http://www.loc.gov/item/2019630776/,https://tile.loc.gov/storage-services/service/pnp/ds/13100/13103_150px.jpg#h=150&w=114,data/raw/loc/images/2019630776__Unidentified houses_ unidentified inter.jpg,"[Unidentified houses, unidentified interior details, mantels for Cass Gilbert, Saint Paul, Minnesota]. 7 drawings on 1 page : ink and graphite ; page 48 x 34 cm. | Design sketches show unidentified houses as elevations and plans, undated; unidentified interior wall and stair details, dated 1895; and mantels for dining room and nursery at Cass Gilbert's house, dated Sept. 24, 1890. mantels | minnesota | architectural drawings | gilbert, cass | sketches | saint paul | houses | homes & haunts"
2017659693,[Unidentified Civil War veteran],1880,"1 photograph : print ; sheet 15 x 10 cm, mat 18 x 13 cm. | Photograph shows portrait of unidentified Confederate veteran.",confederate | veterans | army | portrait photographs | people | history | united states | civil war | confederate states of america | photographic prints,united states,http://www.loc.gov/item/2017659693/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/53100/53111_150px.jpg#h=150&w=108,data/raw/loc/images/2017659693__Unidentified Civil War veteran_.jpg,"[Unidentified Civil War veteran]. 1 photograph : print ; sheet 15 x 10 cm, mat 18 x 13 cm. | Photograph shows portrait of unidentified Confederate veteran. confederate | veterans | army | portrait photographs | people | history | united states | civil war | confederate states of america | photographic prints"
2020714951,"[Unidentified Buildings, Stockholm, Sweden]",1952-01-01,"4 photographs : nitrate negative ; film width 35mm (roll format) | Photograph (4 frames) shows two unidentified buildings in Stockholm, Sweden.",stockholm | sweden | nitrate negatives | architectural photographs | buildings,stockholm | sweden,http://www.loc.gov/item/2020714951/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/68600/68616_150px.jpg#h=150&w=32,data/raw/loc/images/2020714951__Unidentified Buildings_ Stockholm_ Swed.jpg,"[Unidentified Buildings, Stockholm, Sweden]. 4 photographs : nitrate negative ; film width 35mm (roll format) | Photograph (4 frames) shows two unidentified buildings in Stockholm, Sweden. stockholm | sweden | nitrate negatives | architectural photographs | buildings"
2017659694,[Unidentified Civil war veteran],1880,"1 photograph : print ; sheet 14 x 10 cm, mount 23 x 15 cm. | Photograph shows portrait of unidentified Confederate veteran.",confederate | veterans | army | portrait photographs | people | history | united states | civil war | confederate states of america | photographic prints,united states,http://www.loc.gov/item/2017659694/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/53100/53113_150px.jpg#h=150&w=100,data/raw/loc/images/2017659694__Unidentified Civil war veteran_.jpg,"[Unidentified Civil war veteran]. 1 photograph : print ; sheet 14 x 10 cm, mount 23 x 15 cm. | Photograph shows portrait of unidentified Confederate veteran. confederate | veterans | army | portrait photographs | people | history | united states | civil war | confederate states of america | photographic prints"
2023630391,[Unidentified officer in uniform],1861,1 photograph : albumen print on card mount ; mount 101 x 61 mm (carte de visite format) | Photograph shows unidentified soldier.,albumen prints | army | portrait photographs | people | history | soldiers | union | cartes de visite | united states | military uniforms | civil war | military personnel,united states,http://www.loc.gov/item/2023630391/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/85800/85857_150px.jpg#h=150&w=92,data/raw/loc/images/2023630391__Unidentified officer in uniform_.jpg,[Unidentified officer in uniform]. 1 photograph : albumen print on card mount ; mount 101 x 61 mm (carte de visite format) | Photograph shows unidentified soldier. albumen prints | army | portrait photographs | people | history | soldiers | union | cartes de visite | united states | military uniforms | civil war | military personnel
2021636705,[Unidentified soldier in Union uniform and two unidentified women reading a Bible],1861,"1 photograph : albumen print on card mount ; mount 101 x 62 mm (carte de visite format) | Photograph shows portrait of unidentified soldier with two older women, possibly his mother and aunt.",albumen prints | army | group portraits | women | people | history | portrait photographs | soldiers | union | cartes de visite | united states | military uniforms | bibles | civil war | military personnel,united states,http://www.loc.gov/item/2021636705/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/71400/71438_150px.jpg#h=150&w=94,data/raw/loc/images/2021636705__Unidentified soldier in Union uniform a.jpg,"[Unidentified soldier in Union uniform and two unidentified women reading a Bible]. 1 photograph : albumen print on card mount ; mount 101 x 62 mm (carte de visite format) | Photograph shows portrait of unidentified soldier with two older women, possibly his mother and aunt. albumen prints | army | group portraits | women | people | history | portrait photographs | soldiers | union | cartes de visite | united states | military uniforms | bibles | civil war | military personnel"
2017659691,[Unidentified Civil War veteran],1890,"1 photograph : print ; sheet 14 x 11 cm, mount 17 x 11 cm. | Photograph shows portrait of unidentified Union veteran in uniform with medals.",veterans | army | portrait photographs | people | history | union | united states | civil war | photographic prints,united states,http://www.loc.gov/item/2017659691/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/53100/53108_150px.jpg#h=150&w=99,data/raw/loc/images/2017659691__Unidentified Civil War veteran_.jpg,"[Unidentified Civil War veteran]. 1 photograph : print ; sheet 14 x 11 cm, mount 17 x 11 cm. | Photograph shows portrait of unidentified Union veteran in uniform with medals. veterans | army | portrait photographs | people | history | union | united states | civil war | photographic prints"
2010650358,[Unidentified soldier in Union uniform and unidentified woman],1861-01-01,"1 photograph : sixth-plate tintype, hand-colored ; 9.2 x 8.0 cm (case)",army | group portraits | couples | tintypes | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | hand-colored | military personnel,united states,http://www.loc.gov/item/2010650358/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/27200/27240_150px.jpg#h=128&w=150,data/raw/loc/images/2010650358__Unidentified soldier in Union uniform a.jpg,"[Unidentified soldier in Union uniform and unidentified woman]. 1 photograph : sixth-plate tintype, hand-colored ; 9.2 x 8.0 cm (case) army | group portraits | couples | tintypes | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | hand-colored | military personnel"
2012649876,[Unidentified soldier in Union uniform and unidentified woman],1861-01-01,1 photograph : sixth-plate tintype ; 9.7 x 8.4 cm (case),army | couples | tintypes | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | military personnel,united states,http://www.loc.gov/item/2012649876/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/34200/34268_150px.jpg#h=150&w=133,data/raw/loc/images/2012649876__Unidentified soldier in Union uniform a.jpg,[Unidentified soldier in Union uniform and unidentified woman]. 1 photograph : sixth-plate tintype ; 9.7 x 8.4 cm (case) army | couples | tintypes | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | military personnel
2011661477,[Unidentified soldier in Union uniform and unidentified woman],1861-01-01,"1 photograph : sixth-plate ambrotype, hand-colored ; 9.3 x 8.2 cm (case)",ambrotypes | army | couples | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | hand-colored | military personnel,united states,http://www.loc.gov/item/2011661477/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/32000/32084_150px.jpg#h=150&w=128,data/raw/loc/images/2011661477__Unidentified soldier in Union uniform a.jpg,"[Unidentified soldier in Union uniform and unidentified woman]. 1 photograph : sixth-plate ambrotype, hand-colored ; 9.3 x 8.2 cm (case) ambrotypes | army | couples | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | hand-colored | military personnel"
2017648709,[Unidentified African American man],1917-01-01,"1 photograph : gelatin silver print ; sheet 5 x 4 cm. | Photograph shows identification portrait of unidentified African American man, probably a World War I soldier.",army | american | world war | portrait photographs | people | military service | african americans | soldiers | identification photographs | united states | photographic prints | military personnel,,http://www.loc.gov/item/2017648709/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/51900/51935_150px.jpg#h=150&w=113,data/raw/loc/images/2017648709__Unidentified African American man_.jpg,"[Unidentified African American man]. 1 photograph : gelatin silver print ; sheet 5 x 4 cm. | Photograph shows identification portrait of unidentified African American man, probably a World War I soldier. army | american | world war | portrait photographs | people | military service | african americans | soldiers | identification photographs | united states | photographic prints | military personnel"
2019637154,[Unidentified soldier in Union uniform with unidentified woman],1861,1 photograph : albumen print on card mount ; mount 10 x 6 cm (carte de visite format),albumen prints | army | couples | women | people | history | portrait photographs | soldiers | union | cartes de visite | united states | military uniforms | civil war | military personnel,united states,http://www.loc.gov/item/2019637154/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/59900/59919_150px.jpg#h=150&w=94,data/raw/loc/images/2019637154__Unidentified soldier in Union uniform w.jpg,[Unidentified soldier in Union uniform with unidentified woman]. 1 photograph : albumen print on card mount ; mount 10 x 6 cm (carte de visite format) albumen prints | army | couples | women | people | history | portrait photographs | soldiers | union | cartes de visite | united states | military uniforms | civil war | military personnel
musftpphotoprints.200224566,Miscellaneous Community theater Unidentified groups,1934,,theater | photographic prints | united states,,http://www.loc.gov/item/musftpphotoprints.200224566/,https://tile.loc.gov/image-services/iiif/public:music:musftpphotoprints-200224566:musftpphotoprints-200224566.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/musftpphotoprints.200224566_Miscellaneous Community theater Unidenti.jpg,Miscellaneous Community theater Unidentified groups.  theater | photographic prints | united states
